alg,fitness
AM-BEST,-4.49029
AM-BEST,-4.49026
AM-BEST,-4.49025
AM-BEST,-4.49025
AM-BEST,-4.49026
AM-BEST,-4.49029
AM-BEST,-4.49025
AM-BEST,-4.49026
AM-BEST,-4.49029
AM-BEST,-4.49031
AGG-GAUSS,-4.66768
AGG-GAUSS,-4.63033
AGG-GAUSS,-4.63928
AGG-GAUSS,-4.54422
AGG-GAUSS,-4.61284
AGG-GAUSS,-4.61587
AGG-GAUSS,-4.61985
AGG-GAUSS,-4.60035
AGG-GAUSS,-4.61802
AGG-GAUSS,-4.6311
AGG-GAUSS,-4.5457
AGG-GAUSS,-4.59554
AGG-GAUSS,-4.57074
AGG-GAUSS,-4.60685
AGG-GAUSS,-4.54458
AGG-GAUSS,-4.62448
AGG-GAUSS,-4.59127
AGG-GAUSS,-4.58501
AGG-GAUSS,-4.61384
AGG-GAUSS,-4.57349
AGG-GAUSS,-4.60978
AGG-GAUSS,-4.55475
AGG-GAUSS,-4.56613
AGG-GAUSS,-4.58809
AGG-GAUSS,-4.56759
AGG-GAUSS,-4.57663
AGG-GAUSS,-4.54737
AGG-GAUSS,-4.56121
AGG-GAUSS,-4.56077
AGG-GAUSS,-4.54736
AGG-GAUSS,-4.57894
AGG-GAUSS,-4.58122
AGG-GAUSS,-4.58562
AGG-GAUSS,-4.63254
AGG-GAUSS,-4.61445
AGG-GAUSS,-4.60244
AGG-GAUSS,-4.57312
AGG-GAUSS,-4.66787
AGG-GAUSS,-4.55609
AGG-GAUSS,-4.56048
AGG-GAUSS,-4.63687
AGG-GAUSS,-4.61823
AGG-GAUSS,-4.61965
AGG-GAUSS,-4.55988
AGG-GAUSS,-4.53653
AGG-GAUSS,-4.6217
AGG-GAUSS,-4.55462
AGG-GAUSS,-4.55739
AGG-GAUSS,-4.60634
AGG-GAUSS,-4.62077
AM-LSCH,-4.49026
AM-LSCH,-4.49036
AM-LSCH,-4.4906
AM-LSCH,-4.4903
AM-LSCH,-4.49037
